order_id,customer_id,order_date,order_status,shipping_mode
1229,1976,2026-05-16,completed,standard
1230,139,2025-03-07,completed,standard
1231,1765,2026-08-13,completed,standard
1232,1986,2026-05-07,returned,standard
1233,240,2025-12-25,returned,express
1234,1864,2025-08-28,cancelled,standard
1235,316,2025-11-06,completed,standard
1236,1523,2026-05-29,returned,standard
1237,1916,2026-04-13,completed,standard
1238,1541,2025-08-21,completed,standard
1239,1501,2026-06-10,completed,standard
1240,689,2024-12-01,completed,standard
1241,1420,2025-08-03,completed,standard
1242,1271,2024-05-27,completed,express
1243,728,2025-07-09,completed,standard
1244,110,2026-01-22,completed,standard
1245,764,2026-07-06,completed,standard
1246,846,2025-08-24,returned,standard
1247,490,2024-06-18,completed,same-day
1248,956,2025-11-01,completed,standard
1249,1843,2026-02-04,completed,standard
1250,715,2025-09-20,completed,standard
1251,1415,2025-07-10,completed,same-day
1252,54,2026-08-03,returned,express
1253,1334,2026-06-26,returned,same-day
1254,288,2026-01-28,completed,standard
1255,1212,2026-02-28,completed,express
1256,1889,2025-12-21,completed,standard
1257,287,2026-01-24,completed,standard
1258,491,2026-05-01,completed,standard
1259,1161,2026-03-18,completed,express
1260,1327,2025-10-06,completed,standard
1261,315,2025-09-26,completed,standard
1262,224,2026-04-05,completed,standard
1263,177,2026-03-13,completed,standard
1264,1425,2024-12-04,completed,standard
1265,763,2025-11-20,completed,standard
1266,1414,2026-02-21,completed,standard
1267,1950,2026-03-19,completed,standard
1268,157,2026-05-13,completed,standard
1269,1819,2026-08-14,completed,standard
1270,1748,2026-07-19,completed,standard
1271,323,2025-10-18,completed,standard
1272,850,2026-02-24,completed,standard
1273,1388,2025-10-23,completed,standard
1274,1009,2025-04-22,completed,standard
1275,1073,2025-03-06,completed,standard
1276,1769,2026-07-15,completed,standard
1277,1177,2025-10-05,completed,standard
1278,1468,2025-05-27,completed,standard
1279,1503,2026-01-21,completed,same-day
1280,1849,2026-08-15,completed,same-day
1281,1735,2025-10-29,completed,same-day
1282,209,2026-06-08,cancelled,standard
1283,1150,2026-06-07,completed,standard
1284,1596,2026-05-09,completed,standard
1285,1627,2024-11-18,cancelled,standard
1286,537,2024-12-03,completed,same-day
1287,415,2025-07-22,completed,standard
1288,1495,2024-12-23,completed,standard
1289,1403,2024-06-17,completed,standard
1290,13,2024-12-24,cancelled,standard
1291,329,2024-06-18,completed,same-day
1292,990,2025-09-21,completed,standard
1293,186,2025-09-25,completed,standard
1294,1546,2025-04-06,cancelled,standard
1295,833,2025-03-15,completed,standard
1296,831,2026-06-23,completed,standard
1297,571,2026-06-04,completed,standard
1298,859,2024-07-16,completed,express
1299,345,2026-02-16,completed,same-day
1300,365,2026-07-31,completed,standard
1301,260,2026-08-21,completed,same-day
1302,977,2025-07-10,completed,standard
1303,1013,2024-11-04,completed,same-day
1304,212,2026-01-06,completed,express
1305,1140,2026-07-15,completed,standard
1306,420,2025-11-03,completed,standard
1307,396,2026-02-01,completed,same-day
1308,1498,2025-06-19,completed,standard
1309,1620,2025-01-27,completed,express
1310,378,2025-07-24,completed,standard
1311,1967,2025-07-12,completed,standard
1312,1739,2025-01-26,completed,standard
1313,878,2025-05-11,completed,standard
1314,1826,2024-05-31,completed,standard
1315,209,2024-12-12,completed,standard
1316,1273,2025-12-21,completed,standard
1317,156,2026-02-02,cancelled,standard
1318,165,2026-01-18,completed,standard
1319,241,2026-07-22,completed,standard
1320,123,2025-08-10,completed,standard
1321,58,2025-04-26,completed,standard
1322,466,2025-08-07,completed,express
1323,973,2026-07-29,completed,express
1324,1519,2024-12-10,completed,standard
1325,19,2026-07-24,completed,express
1326,530,2025-10-19,completed,standard
1327,1911,2026-02-11,completed,standard
1328,1334,2026-02-02,completed,express
1329,1581,2025-11-06,completed,standard
1330,79,2026-01-18,completed,standard
1331,417,2025-07-03,completed,express
1332,1585,2024-08-31,completed,standard
1333,745,2024-07-10,completed,standard
1334,1048,2024-10-02,completed,standard
1335,1924,2024-03-28,completed,standard
1336,530,2024-09-08,completed,same-day
1337,975,2026-05-28,completed,express
1338,1511,2026-04-20,completed,express
1339,1210,2025-04-02,completed,standard
1340,667,2024-06-26,completed,standard
1341,1365,2025-10-29,completed,standard
1342,679,2026-06-08,completed,express
1343,625,2025-06-28,completed,standard
1344,475,2024-10-24,completed,standard
1345,715,2025-09-08,completed,standard
1346,792,2026-03-29,completed,standard
1347,1223,2026-04-27,completed,standard
1348,1951,2024-12-23,completed,standard
1349,1742,2024-05-22,completed,standard
1350,1614,2025-12-23,completed,standard
1351,5,2024-11-24,completed,same-day
1352,1737,2025-11-17,completed,same-day
1353,802,2024-08-08,cancelled,standard
1354,1670,2025-11-08,completed,standard
1355,1851,2026-05-17,completed,standard
1356,50,2024-05-20,completed,standard
1357,237,2025-09-03,completed,standard
1358,1068,2024-08-16,completed,express
1359,1903,2025-11-05,completed,standard
1360,1501,2024-09-01,completed,express
1361,493,2025-12-05,completed,standard
1362,903,2024-07-24,completed,express
1363,1373,2025-08-27,completed,standard
1364,1736,2026-07-12,completed,standard
1365,1036,2026-04-20,completed,standard
1366,1322,2026-01-06,completed,standard
1367,5,2024-04-28,completed,standard
1368,1276,2024-10-20,completed,standard
1369,1885,2026-03-03,completed,standard
1370,638,2026-07-25,completed,standard
1371,1268,2025-02-23,completed,standard
1372,1743,2026-06-21,returned,standard
1373,1941,2025-04-01,completed,standard
1374,1471,2025-01-09,completed,same-day
1375,1357,2025-05-23,completed,standard
1376,463,2025-04-16,completed,express
1377,972,2026-01-15,completed,standard
1378,1476,2025-01-21,cancelled,standard
1379,1591,2025-06-18,cancelled,standard
1380,688,2024-06-07,cancelled,express
1381,1879,2026-03-12,completed,standard
1382,1884,2025-01-11,completed,express
1383,952,2024-03-13,completed,express
1384,1318,2024-09-04,completed,express
1385,1404,2026-08-04,completed,standard
1386,193,2025-08-15,completed,standard
1387,764,2024-10-24,returned,standard
1388,1216,2024-12-22,returned,standard
1389,1425,2026-02-25,completed,standard
1390,1736,2026-04-07,completed,express
1391,1748,2025-03-06,completed,standard
1392,1572,2026-02-27,completed,express
1393,1436,2026-04-08,completed,standard
1394,61,2025-09-16,completed,express
1395,1005,2026-03-09,completed,standard
1396,168,2025-05-02,completed,express
1397,1664,2024-04-17,completed,standard
1398,1995,2025-09-08,cancelled,standard
1399,1975,2024-10-21,completed,standard
1400,935,2026-06-04,completed,standard
1401,1791,2026-05-01,completed,standard
1402,1911,2025-09-22,completed,standard
1403,967,2025-11-11,completed,standard
1404,1088,2026-05-04,completed,express
1405,482,2025-07-13,completed,express
1406,333,2026-01-31,completed,standard
1407,1889,2026-04-05,completed,express
1408,1404,2025-09-10,completed,express
1409,202,2025-05-18,completed,standard
1410,1989,2025-06-05,completed,express
1411,56,2025-10-02,completed,standard
1412,1858,2025-01-25,completed,standard
1413,646,2024-06-06,completed,same-day
1414,761,2025-10-26,completed,standard
1415,556,2025-11-03,completed,standard
1416,1440,2026-07-20,completed,same-day
1417,1334,2025-04-16,completed,standard
1418,1904,2026-03-11,completed,standard
1419,1343,2024-12-27,completed,standard
1420,1334,2026-03-26,completed,same-day
1421,1846,2025-08-11,completed,standard
1422,1268,2025-08-15,completed,same-day
1423,990,2024-06-18,completed,standard
1424,1593,2026-04-29,cancelled,standard
1425,658,2024-12-14,completed,same-day
1426,443,2025-12-09,returned,express
1427,1157,2026-03-01,completed,standard
1428,1849,2024-07-20,completed,standard
1429,123,2025-05-15,completed,standard
1430,679,2026-04-06,completed,standard
1431,1820,2025-06-24,cancelled,express
1432,1483,2026-03-25,cancelled,standard
1433,1450,2024-07-27,completed,express
1434,1308,2025-04-15,completed,standard
1435,1572,2025-09-19,completed,standard
1436,1934,2026-04-01,completed,express
1437,870,2025-05-31,completed,standard
1438,463,2026-06-27,returned,standard
1439,517,2026-02-21,completed,express
1440,578,2024-10-15,cancelled,same-day
1441,214,2024-10-11,cancelled,standard
1442,673,2025-09-19,completed,standard
1443,1188,2025-03-09,completed,standard
1444,369,2025-02-27,completed,same-day
1445,1885,2024-09-16,completed,same-day
1446,1150,2025-02-21,returned,standard
1447,247,2024-03-09,completed,standard
1448,621,2025-07-08,completed,standard
1449,753,2025-09-09,completed,express
1450,1473,2026-04-27,completed,express
1451,617,2026-05-23,completed,standard
1452,1185,2025-05-19,cancelled,same-day
1453,372,2026-01-25,completed,express
1454,769,2026-03-09,completed,standard
1455,845,2025-07-27,completed,standard
1456,1541,2024-12-05,completed,standard
1457,1596,2025-01-25,completed,standard
1458,1869,2026-03-03,completed,standard
1459,244,2025-06-19,completed,standard
1460,1329,2025-10-04,completed,express
1461,1186,2025-05-13,completed,standard
1462,205,2026-05-25,completed,express
1463,18,2025-05-13,completed,same-day
1464,1702,2025-11-19,completed,express
1465,626,2025-09-18,completed,standard
1466,1631,2026-03-01,completed,standard
1467,590,2026-07-30,completed,standard
1468,434,2026-01-12,completed,standard
1469,1360,2026-08-28,completed,standard
1470,287,2026-07-26,completed,standard
1471,561,2025-07-12,completed,same-day
1472,1492,2025-08-01,completed,standard
1473,1694,2026-06-06,completed,standard
1474,1654,2025-03-10,completed,standard
1475,67,2025-12-10,completed,standard
1476,634,2025-08-08,completed,express
1477,1012,2025-03-21,completed,standard
1478,1380,2025-05-13,completed,standard
1479,546,2026-05-21,completed,standard
1480,1692,2026-07-12,completed,same-day
1481,1152,2025-10-08,completed,standard
1482,1263,2026-05-29,completed,standard
1483,427,2024-09-08,completed,standard
1484,579,2025-11-04,completed,express
1485,1934,2026-01-25,completed,standard
1486,112,2026-05-17,completed,standard
1487,1621,2026-04-05,completed,standard
1488,299,2026-07-25,completed,express
1489,1436,2026-05-12,completed,standard
1490,1693,2025-02-16,completed,standard
1491,1870,2024-12-14,completed,standard
1492,445,2024-08-01,completed,standard
1493,1471,2025-07-28,completed,express
1494,1847,2026-06-16,completed,standard
1495,1550,2025-07-30,completed,standard
1496,1712,2026-03-30,completed,standard
1497,1454,2025-02-05,completed,standard
1498,594,2026-05-28,completed,same-day
1499,1628,2026-04-06,completed,standard
1500,1824,2025-09-29,completed,standard
1501,311,2025-08-12,completed,standard
1502,42,2026-02-16,completed,express
1503,778,2026-04-11,completed,standard
1504,843,2025-11-06,completed,standard
1505,947,2025-06-26,completed,express
1506,688,2026-03-12,completed,express
1507,776,2025-05-28,returned,standard
1508,139,2025-11-26,completed,express
1509,1453,2026-06-12,completed,express
1510,559,2024-08-24,completed,standard
1511,1847,2024-08-10,completed,standard
1512,1406,2025-10-07,completed,standard
1513,1101,2024-09-01,completed,standard
1514,187,2025-07-22,completed,standard
1515,640,2025-10-22,completed,standard
1516,1585,2024-12-10,completed,standard
1517,1728,2025-02-21,completed,standard
1518,103,2026-03-25,returned,standard
1519,1870,2026-06-26,completed,standard
1520,602,2025-03-03,completed,standard
1521,1310,2026-03-05,completed,standard
1522,1159,2025-06-13,completed,standard
1523,880,2025-08-28,cancelled,express
1524,968,2024-08-01,completed,same-day
1525,1793,2026-01-12,completed,standard
1526,415,2025-03-26,returned,standard
1527,1611,2026-07-09,completed,express
1528,385,2024-07-26,completed,same-day
1529,1302,2026-07-20,completed,standard
1530,716,2025-08-29,completed,standard
1531,1710,2026-02-21,completed,express
1532,195,2024-07-20,completed,standard
1533,1574,2025-12-22,completed,same-day
1534,1715,2024-07-04,completed,standard
1535,746,2025-06-15,completed,standard
1536,1966,2024-06-04,cancelled,same-day
1537,1360,2025-12-14,completed,standard
1538,329,2025-03-04,completed,standard
1539,107,2026-05-08,completed,standard
1540,703,2024-09-26,completed,standard
1541,948,2025-02-08,completed,standard
1542,1890,2024-03-01,completed,standard
1543,225,2025-04-11,completed,standard
1544,1038,2024-11-05,completed,standard
1545,670,2024-11-12,completed,standard
1546,864,2024-10-21,completed,express
1547,290,2026-03-23,completed,standard
1548,1445,2025-03-11,completed,standard
1549,485,2025-01-27,completed,standard
1550,229,2026-01-23,returned,standard
1551,788,2025-08-29,completed,express
1552,599,2026-04-05,cancelled,standard
1553,1195,2025-12-24,completed,same-day
1554,338,2026-07-07,completed,express
1555,1488,2024-04-03,completed,express
1556,1550,2025-10-06,completed,standard
1557,1983,2025-02-08,completed,express
1558,1343,2026-06-07,completed,standard
1559,172,2026-05-26,completed,standard
1560,929,2024-07-05,completed,standard
1561,1635,2025-09-06,completed,express
1562,758,2025-07-18,completed,standard
1563,1266,2025-03-04,completed,express
1564,887,2026-04-21,completed,standard
1565,23,2025-08-21,returned,standard
1566,223,2025-08-28,completed,standard
1567,236,2025-07-22,completed,standard
1568,1283,2025-02-20,completed,express
1569,1816,2026-08-15,completed,standard
1570,445,2025-09-02,completed,standard
1571,1178,2025-06-25,completed,standard
1572,1975,2026-02-12,completed,standard
1573,959,2025-11-29,completed,standard
1574,1392,2026-03-24,completed,standard
1575,182,2025-04-11,completed,standard
1576,1188,2025-02-24,completed,standard
1577,762,2025-03-22,completed,standard
1578,2000,2026-08-24,completed,same-day
1579,1409,2025-12-31,completed,express
1580,593,2025-03-06,completed,express
1581,241,2026-08-13,completed,standard
1582,643,2026-08-14,completed,express
1583,1429,2025-09-07,completed,standard
1584,1722,2026-08-03,completed,standard
1585,1082,2025-04-14,completed,standard
1586,808,2025-06-14,cancelled,standard
1587,1406,2026-04-13,completed,standard
1588,781,2024-05-10,completed,standard
1589,1634,2026-06-11,completed,express
1590,1568,2026-05-05,completed,standard
1591,1067,2026-02-16,completed,same-day
1592,122,2024-11-09,completed,express
1593,1673,2025-10-25,completed,standard
1594,1085,2026-04-10,cancelled,standard
1595,1636,2024-09-15,completed,standard
1596,1303,2026-06-02,completed,standard
1597,1505,2024-05-24,completed,standard
1598,410,2026-05-25,completed,express
1599,1319,2025-01-28,cancelled,standard
1600,225,2025-11-24,completed,express
1601,1722,2026-08-09,completed,express
1602,1396,2026-03-14,completed,express
1603,10,2025-12-16,completed,standard
1604,891,2026-03-26,completed,same-day
1605,623,2024-08-27,completed,same-day
1606,76,2024-09-02,completed,standard
1607,1154,2026-08-27,completed,same-day
1608,1306,2025-02-28,completed,standard
1609,168,2025-01-05,completed,express
1610,512,2025-03-20,completed,standard
1611,1504,2025-11-21,cancelled,standard
1612,163,2025-12-26,completed,standard
1613,241,2025-09-10,completed,standard
1614,593,2026-01-10,completed,standard
1615,1934,2024-03-27,completed,standard
1616,337,2025-04-13,completed,standard
1617,1955,2025-03-31,completed,standard
1618,1318,2025-08-10,completed,standard
1619,493,2026-01-10,completed,express
1620,88,2025-04-13,completed,standard
1621,1892,2026-04-26,completed,standard
1622,1810,2025-02-02,completed,standard
1623,583,2025-08-30,completed,standard
1624,1074,2026-05-03,completed,standard
1625,274,2025-04-25,returned,standard
1626,986,2026-05-08,completed,express
1627,621,2026-01-30,completed,standard
1628,1821,2024-10-14,completed,standard
1629,1995,2025-12-11,completed,express
1630,1214,2026-03-27,completed,standard
1631,1028,2024-09-22,completed,express
1632,1379,2025-12-30,completed,standard
1633,1327,2026-02-10,completed,express
1634,86,2024-10-04,completed,standard
1635,71,2025-05-05,completed,standard
1636,278,2026-01-09,completed,same-day
1637,1710,2024-01-21,completed,same-day
1638,425,2026-08-06,completed,express
1639,260,2024-09-22,completed,standard
1640,1108,2026-07-29,completed,standard
1641,1187,2025-01-12,completed,standard
1642,552,2024-04-28,completed,standard
1643,1458,2025-07-09,completed,standard
1644,842,2025-07-07,completed,express
1645,1104,2026-04-03,completed,same-day
1646,519,2025-09-25,completed,standard
1647,1299,2025-10-03,completed,standard
1648,318,2026-02-10,completed,standard
1649,912,2025-07-11,completed,express
1650,1890,2024-07-05,completed,standard
1651,1354,2026-02-10,completed,standard
1652,1882,2026-04-08,completed,standard
1653,280,2026-04-08,completed,standard
1654,402,2026-04-11,completed,same-day
1655,1259,2024-10-09,completed,express
1656,538,2025-10-11,completed,express
1657,1267,2024-08-07,completed,standard
1658,1291,2026-02-24,completed,standard
1659,1431,2024-11-15,completed,standard
1660,1132,2024-04-18,returned,standard
1661,1296,2025-11-08,completed,standard
1662,1029,2025-12-26,completed,express
1663,320,2026-07-28,completed,standard
1664,1640,2024-09-05,completed,same-day
1665,627,2025-07-18,completed,same-day
1666,1578,2025-10-26,completed,standard
1667,751,2026-05-08,completed,same-day
1668,1928,2025-03-25,completed,same-day
1669,491,2026-07-14,completed,standard
1670,539,2025-01-25,completed,standard
1671,1070,2024-02-04,completed,express
1672,1369,2025-11-20,completed,standard
1673,812,2026-03-30,cancelled,standard
1674,651,2026-08-17,completed,standard
1675,171,2025-10-22,completed,standard
1676,1819,2025-03-02,completed,same-day
1677,1555,2025-03-27,completed,standard
1678,286,2025-06-19,cancelled,standard
1679,1597,2025-09-09,completed,standard
1680,546,2026-04-17,cancelled,standard
1681,188,2026-03-22,completed,standard
1682,1958,2025-04-20,completed,standard
1683,440,2026-06-18,completed,express
1684,1904,2024-09-29,completed,standard
1685,1566,2026-08-21,completed,same-day
1686,239,2026-01-15,completed,standard
1687,1060,2026-04-25,completed,standard
1688,1746,2024-11-16,completed,same-day
1689,1181,2026-07-19,completed,express
1690,1615,2025-05-29,completed,standard
1691,183,2025-08-19,completed,standard
1692,689,2026-08-20,completed,standard
1693,1149,2025-12-30,completed,standard
1694,559,2026-08-15,completed,express
1695,540,2025-08-24,completed,standard
1696,190,2025-02-19,completed,standard
1697,91,2026-06-18,completed,standard
1698,630,2025-02-18,completed,standard
1699,1501,2024-05-06,completed,standard
1700,354,2025-01-04,completed,standard
1701,1614,2025-04-08,completed,standard
1702,1357,2026-01-22,completed,standard
1703,1580,2026-05-04,completed,standard
1704,1108,2024-04-06,completed,standard
1705,1760,2025-07-20,completed,standard
1706,804,2025-04-02,completed,standard
1707,1188,2025-11-13,completed,standard
1708,517,2026-02-12,cancelled,standard
1709,1375,2026-05-16,cancelled,same-day
1710,1428,2025-04-10,completed,standard
1711,1317,2025-02-12,completed,express
1712,279,2026-05-19,completed,express
1713,1140,2025-03-09,completed,express
1714,534,2025-11-10,completed,express
1715,1837,2025-08-15,completed,standard
1716,1279,2025-01-30,completed,express
1717,731,2024-09-03,completed,standard
1718,1554,2025-08-18,completed,standard
1719,1358,2025-12-05,completed,standard
1720,834,2025-11-21,completed,express
1721,916,2025-01-27,completed,express
1722,874,2024-12-04,cancelled,express
1723,699,2025-06-19,completed,standard
1724,938,2025-12-14,completed,standard
1725,568,2026-04-29,completed,standard
1726,1906,2026-05-06,completed,standard
1727,1049,2026-05-02,completed,standard
1728,1439,2025-06-04,completed,standard
1729,1848,2025-01-14,completed,standard
1730,454,2025-06-12,completed,standard
1731,1271,2025-10-06,completed,express
1732,167,2024-11-09,completed,standard
1733,606,2026-03-18,completed,standard
1734,1539,2025-08-24,cancelled,standard
1735,1688,2026-04-06,completed,standard
1736,1270,2025-07-29,completed,express
1737,149,2026-05-10,returned,standard
1738,476,2024-05-02,completed,standard
1739,180,2025-02-20,completed,standard
1740,1155,2026-07-27,completed,standard
1741,163,2025-11-03,completed,standard
1742,565,2025-10-25,completed,express
1743,1859,2025-11-06,completed,standard
1744,1618,2025-10-04,completed,standard
1745,22,2025-11-12,completed,standard
1746,1896,2025-05-21,cancelled,standard
1747,1355,2024-07-28,completed,express
1748,1865,2026-01-16,completed,same-day
1749,267,2024-09-20,completed,same-day
1750,1005,2024-03-02,completed,standard
1751,1371,2025-07-08,completed,standard
1752,1355,2026-07-23,completed,standard
1753,1071,2024-07-04,completed,standard
1754,241,2025-12-14,completed,standard
1755,27,2025-11-11,cancelled,express
1756,373,2025-08-29,completed,standard
1757,1662,2026-08-23,completed,standard
1758,15,2025-02-21,completed,standard
1759,848,2026-01-07,completed,standard
1760,1075,2026-05-05,completed,standard
1761,682,2026-08-24,cancelled,standard
1762,1991,2026-05-07,completed,standard
1763,1324,2025-07-14,cancelled,standard
1764,1841,2025-08-24,completed,standard
1765,1999,2025-11-27,completed,standard
1766,1890,2026-04-12,completed,standard
1767,1370,2025-02-15,completed,standard
1768,81,2026-05-05,returned,express
1769,894,2024-11-29,completed,express
1770,329,2024-12-27,completed,standard
1771,1861,2026-07-08,cancelled,standard
1772,1525,2026-06-08,completed,same-day
1773,1808,2025-04-10,completed,standard
1774,343,2026-07-16,completed,express
1775,726,2026-07-05,completed,standard
1776,258,2026-07-22,completed,express
1777,698,2025-10-28,completed,standard
1778,98,2026-07-25,returned,standard
1779,1000,2025-04-08,completed,standard
1780,334,2026-05-13,completed,standard
1781,1941,2025-03-20,completed,standard
1782,669,2025-05-03,completed,standard
1783,1359,2024-07-21,completed,same-day
1784,1663,2025-05-22,completed,standard
1785,1699,2026-07-30,completed,standard
1786,1714,2026-06-21,completed,same-day
1787,575,2025-04-08,completed,express
1788,970,2025-12-16,completed,standard
1789,528,2026-08-21,completed,standard
1790,4,2025-03-17,completed,same-day
1791,1263,2026-05-24,completed,express
1792,781,2025-05-12,completed,standard
1793,1847,2026-07-25,completed,standard
1794,1858,2024-11-11,completed,standard
1795,1919,2024-07-27,cancelled,standard
1796,1038,2025-09-24,completed,express
1797,1783,2026-03-26,completed,standard
1798,1872,2026-07-24,completed,standard
1799,1782,2025-07-07,completed,standard
1800,1693,2026-02-17,completed,same-day
1801,109,2024-10-31,completed,standard
1802,11,2025-08-16,completed,standard
1803,920,2025-08-29,completed,standard
1804,593,2026-01-30,completed,standard
1805,206,2026-02-17,completed,standard
1806,691,2025-05-31,completed,standard
1807,1445,2024-10-09,completed,standard
1808,803,2024-07-22,completed,standard
1809,18,2025-06-22,completed,standard
1810,859,2025-01-17,completed,standard
1811,388,2026-03-31,completed,express
1812,1065,2025-11-19,completed,standard
1813,1796,2024-06-18,completed,same-day
1814,820,2024-07-23,completed,standard
1815,1826,2026-01-12,returned,standard
1816,13,2024-07-01,completed,standard
1817,1537,2026-06-05,completed,standard
1818,496,2025-11-12,completed,standard
1819,941,2025-11-21,completed,standard
1820,742,2026-04-07,returned,standard
1821,720,2025-01-23,completed,express
1822,1781,2024-09-01,completed,standard
1823,1079,2025-01-11,completed,standard
1824,538,2026-01-02,returned,standard
1825,1978,2025-07-27,completed,standard
1826,1313,2025-10-17,completed,standard
1827,875,2025-08-24,completed,standard
1828,274,2026-01-28,completed,express
1829,1492,2024-04-14,completed,standard
1830,11,2025-11-09,completed,standard
1831,1763,2024-08-30,completed,express
1832,1421,2025-11-02,completed,express
1833,212,2026-08-15,cancelled,same-day
1834,564,2025-07-10,completed,standard
1835,259,2024-07-30,completed,standard
1836,839,2024-03-31,completed,standard
1837,655,2026-06-25,completed,standard
1838,61,2025-06-03,completed,standard
1839,1335,2025-08-02,completed,standard
1840,1896,2025-05-16,completed,same-day
1841,1920,2026-04-26,completed,standard
1842,1967,2025-04-25,completed,same-day
1843,229,2025-07-04,completed,express
1844,983,2026-08-08,completed,express
1845,1000,2024-11-22,completed,standard
1846,1364,2026-07-03,completed,standard
1847,247,2024-12-19,completed,standard
1848,1500,2024-10-09,cancelled,standard
1849,1561,2025-05-10,completed,express
1850,795,2025-07-02,completed,express
1851,1452,2026-05-28,completed,standard
1852,1480,2025-08-27,completed,standard
1853,1650,2024-10-03,completed,standard
1854,254,2025-12-08,completed,express
1855,1917,2026-01-20,completed,standard
1856,1587,2025-08-14,completed,express
1857,243,2026-05-04,completed,standard
1858,681,2024-03-29,completed,standard
1859,27,2025-05-06,completed,standard
1860,1370,2026-03-02,completed,standard
1861,101,2026-08-02,completed,standard
1862,1659,2026-03-01,completed,standard
1863,857,2026-05-27,completed,express
1864,1196,2026-02-11,completed,standard
1865,16,2025-08-11,completed,standard
1866,961,2024-09-18,completed,standard
1867,559,2024-08-31,completed,standard
1868,160,2025-10-22,completed,express
1869,855,2026-05-20,completed,express
1870,1237,2024-08-17,completed,standard
1871,1458,2025-08-01,completed,standard
1872,366,2025-09-04,completed,standard
1873,557,2026-08-20,returned,standard
1874,221,2026-02-08,completed,standard
1875,526,2025-02-18,completed,standard
1876,1406,2026-02-13,completed,standard
1877,1335,2025-06-04,completed,standard
1878,855,2025-10-12,completed,standard
1879,948,2026-05-01,completed,same-day
1880,1566,2024-03-28,completed,express
1881,197,2026-05-23,completed,express
1882,1460,2026-06-29,completed,standard
1883,1223,2025-02-26,completed,standard
1884,370,2025-12-31,completed,standard
1885,1708,2025-06-19,cancelled,standard
1886,1258,2025-10-12,completed,standard
1887,291,2026-03-12,completed,same-day
1888,233,2026-07-28,completed,express
1889,800,2026-01-28,cancelled,standard
1890,546,2024-07-28,completed,standard
1891,378,2026-05-22,completed,standard
1892,285,2024-06-15,completed,express
1893,33,2026-07-28,completed,express
1894,395,2025-07-29,completed,standard
1895,1726,2025-04-26,completed,express
1896,754,2026-06-20,completed,standard
1897,1057,2025-11-23,completed,express
1898,1405,2026-06-01,completed,standard
1899,1960,2026-04-09,completed,standard
1900,440,2026-02-24,completed,standard
1901,849,2025-10-12,completed,express
1902,118,2025-04-11,completed,standard
1903,850,2025-08-21,completed,standard
1904,99,2024-11-12,cancelled,standard
1905,211,2024-05-16,completed,standard
1906,719,2026-04-03,completed,express
1907,1886,2025-11-13,completed,standard
1908,1425,2026-04-30,completed,standard
1909,490,2026-04-30,completed,express
1910,1787,2025-06-13,completed,standard
1911,356,2024-06-18,completed,standard
1912,1,2026-05-06,completed,standard
1913,1323,2024-06-30,completed,standard
1914,636,2024-11-06,completed,standard
1915,565,2026-03-08,completed,standard
1916,556,2025-06-03,completed,standard
1917,1214,2026-03-31,completed,standard
1918,859,2025-09-24,cancelled,express
1919,502,2026-08-27,cancelled,standard
1920,989,2026-07-09,completed,standard
1921,662,2024-02-07,completed,standard
1922,214,2025-02-01,completed,express
1923,1340,2025-02-22,completed,express
1924,1367,2024-06-24,completed,standard
1925,1539,2025-03-12,completed,standard
1926,252,2026-06-30,completed,standard
1927,713,2025-03-31,completed,standard
1928,1621,2024-11-24,completed,standard
1929,1483,2024-12-23,completed,standard
1930,1181,2025-09-13,completed,express
1931,1210,2025-01-14,completed,express
1932,473,2024-08-14,completed,express
1933,550,2026-08-17,completed,standard
1934,1173,2026-01-03,completed,standard
1935,168,2026-02-07,completed,standard
1936,204,2025-07-26,completed,standard
1937,1259,2025-01-09,completed,express
1938,1202,2025-10-30,completed,standard
1939,78,2024-08-08,completed,express
1940,1939,2026-04-01,completed,same-day
1941,1764,2025-12-01,completed,express
1942,1634,2024-11-14,completed,standard
1943,379,2026-01-29,completed,express
1944,888,2024-02-14,completed,standard
1945,189,2024-11-20,completed,express
1946,1885,2026-04-14,returned,standard
1947,1240,2026-04-29,completed,standard
1948,597,2024-01-31,completed,standard
1949,949,2026-07-30,completed,standard
1950,1519,2024-12-04,completed,standard
1951,1073,2026-02-09,completed,standard
1952,301,2024-10-04,completed,standard
1953,247,2026-07-07,returned,standard
1954,833,2024-12-27,completed,express
1955,1425,2026-08-28,completed,standard
1956,1780,2025-04-20,completed,standard
1957,1515,2025-10-22,cancelled,standard
1958,1690,2025-10-01,completed,express
1959,1126,2025-01-05,completed,express
1960,686,2025-07-05,completed,standard
1961,724,2025-02-02,completed,standard
1962,1259,2025-03-02,completed,standard
1963,225,2025-05-03,completed,standard
1964,869,2025-08-29,completed,standard
1965,969,2026-08-20,completed,standard
1966,1055,2024-08-30,returned,standard
1967,1906,2025-07-21,completed,standard
1968,1584,2025-10-22,completed,standard
1969,326,2026-08-21,completed,standard
1970,547,2026-01-22,completed,standard
1971,1936,2024-02-05,completed,standard
1972,574,2026-06-08,completed,standard
1973,1912,2025-04-02,completed,standard
1974,118,2024-09-10,completed,express
1975,1947,2026-06-23,completed,express
1976,373,2026-02-18,completed,standard
1977,1628,2026-07-22,completed,same-day
1978,999,2026-08-26,completed,express
1979,1071,2026-06-10,completed,standard
1980,1033,2024-11-04,completed,standard
1981,147,2026-07-13,completed,express
1982,872,2025-10-03,completed,express
