order_item_id,order_id,product_id,quantity,discount_pct
10456,4109,3,3,0.1
10457,4110,14,2,0
10458,4110,1,1,0
10459,4110,14,3,0.2
10460,4111,13,1,0.15
10461,4112,11,1,0.1
10462,4112,13,1,0
10463,4112,12,1,0.2
10464,4112,3,3,0
10465,4113,15,2,0.2
10466,4113,7,2,0.2
10467,4114,4,3,0.15
10468,4114,22,1,0
10469,4114,10,1,0
10470,4114,23,1,0
10471,4115,7,3,0.1
10472,4115,7,1,0
10473,4116,17,3,0.1
10474,4116,20,3,0
10475,4117,12,2,0.2
10476,4117,24,3,0.2
10477,4117,10,3,0
10478,4117,1,3,0.15
10479,4118,11,3,0
10480,4118,24,1,0
10481,4119,7,1,0
10482,4120,24,2,0
10483,4120,5,3,0
10484,4120,12,2,0
10485,4121,6,3,0
10486,4121,3,2,0
10487,4122,12,2,0.15
10488,4122,14,1,0
10489,4123,12,2,0
10490,4124,4,3,0.2
10491,4125,16,3,0.2
10492,4125,20,1,0.15
10493,4125,6,3,0
10494,4125,7,3,0
10495,4126,4,1,0
10496,4127,22,3,0
10497,4127,17,2,0.15
10498,4128,7,3,0.2
10499,4129,1,1,0
10500,4129,17,1,0.15
10501,4129,19,2,0.2
10502,4129,22,3,0.15
10503,4130,11,3,0.15
10504,4130,14,1,0.15
10505,4131,12,3,0.15
10506,4132,17,1,0.1
10507,4132,14,3,0.1
10508,4132,19,1,0
10509,4132,9,2,0.1
10510,4133,19,3,0.2
10511,4133,21,3,0.1
10512,4133,9,3,0
10513,4134,22,2,0
10514,4134,5,3,0
10515,4135,5,3,0
10516,4135,18,3,0.15
10517,4136,13,1,0.2
10518,4136,22,3,0
10519,4137,14,3,0.15
10520,4137,24,1,0
10521,4137,2,1,0
10522,4137,18,2,0
10523,4138,21,1,0.1
10524,4138,7,1,0
10525,4139,3,2,0
10526,4140,23,2,0
10527,4141,19,1,0.15
10528,4141,23,3,0.2
10529,4141,12,2,0
10530,4142,1,1,0
10531,4142,22,1,0.2
10532,4142,11,3,0.1
10533,4143,6,1,0.15
10534,4143,12,1,0.15
10535,4143,22,2,0
10536,4144,18,3,0.2
10537,4144,23,3,0.1
10538,4144,24,1,0.15
10539,4145,15,2,0.15
10540,4145,5,2,0.2
10541,4145,7,2,0.15
10542,4146,8,3,0
10543,4146,8,2,0
10544,4146,20,3,0
10545,4146,15,2,0
10546,4147,10,1,0.15
10547,4147,23,3,0.1
10548,4148,23,3,0
10549,4149,8,3,0
10550,4149,16,3,0
10551,4149,22,2,0.2
10552,4150,17,3,0
10553,4151,4,3,0
10554,4151,4,2,0.2
10555,4151,17,2,0
10556,4151,13,1,0
10557,4152,16,2,0.15
10558,4152,23,3,0
10559,4152,14,1,0
10560,4153,3,3,0.1
10561,4154,8,3,0
10562,4154,2,1,0.15
10563,4154,18,1,0
10564,4154,19,2,0.2
10565,4155,17,3,0
10566,4156,7,1,0.15
10567,4157,15,2,0.2
10568,4157,8,2,0
10569,4158,24,1,0.15
10570,4158,23,3,0.1
10571,4158,21,3,0
10572,4158,11,2,0.1
10573,4159,4,2,0.2
10574,4159,15,1,0.1
10575,4159,9,3,0.2
10576,4159,15,3,0
10577,4160,15,1,0
10578,4161,24,1,0
10579,4161,12,2,0
10580,4162,15,3,0.2
10581,4162,1,2,0.2
10582,4162,4,2,0.2
10583,4162,11,3,0.15
10584,4163,5,1,0
10585,4163,19,1,0.1
10586,4164,11,2,0.2
10587,4164,17,2,0
10588,4164,1,2,0
10589,4165,19,3,0.15
10590,4165,17,2,0.1
10591,4165,14,3,0
10592,4165,3,3,0.15
10593,4166,22,2,0.15
10594,4166,7,3,0.15
10595,4166,24,1,0.1
10596,4166,18,3,0
10597,4167,19,3,0.15
10598,4167,2,3,0.15
10599,4167,16,3,0.2
10600,4167,18,3,0.2
10601,4168,23,1,0.15
10602,4168,3,1,0
10603,4169,1,3,0.2
10604,4169,7,1,0.15
10605,4169,11,3,0
10606,4170,16,2,0
10607,4170,11,2,0.2
10608,4170,7,3,0.2
10609,4170,6,1,0.2
10610,4171,15,3,0.15
10611,4171,17,3,0
10612,4171,17,3,0
10613,4171,12,3,0
10614,4172,18,3,0.2
10615,4172,5,1,0
10616,4173,10,1,0.2
10617,4174,4,1,0.2
10618,4175,18,3,0
10619,4175,2,3,0.15
10620,4176,17,3,0
10621,4176,8,3,0.1
10622,4177,1,2,0
10623,4177,3,2,0.15
10624,4178,1,1,0
10625,4178,5,2,0.1
10626,4178,21,1,0
10627,4178,6,3,0.2
10628,4179,15,3,0
10629,4179,2,2,0.15
10630,4180,19,1,0.15
10631,4180,12,2,0
10632,4181,2,3,0.2
10633,4182,9,3,0.2
10634,4182,19,1,0
10635,4182,2,3,0.1
10636,4183,2,2,0
10637,4183,19,1,0.1
10638,4183,9,1,0.1
10639,4183,9,1,0
10640,4184,6,1,0
10641,4184,4,1,0.2
10642,4185,2,1,0
10643,4185,5,1,0
10644,4185,7,3,0
10645,4186,23,3,0
10646,4186,17,1,0
10647,4187,5,1,0.2
10648,4187,9,3,0
10649,4188,20,3,0
10650,4189,20,2,0.15
10651,4189,21,2,0.2
10652,4189,6,3,0.15
10653,4190,21,2,0
10654,4190,23,3,0.15
10655,4191,20,3,0
10656,4191,16,2,0
10657,4191,1,3,0
10658,4191,20,3,0.2
10659,4192,7,3,0
10660,4192,14,3,0.1
10661,4192,2,1,0.2
10662,4193,22,3,0.15
10663,4193,5,1,0.1
10664,4193,9,3,0
10665,4194,20,3,0
10666,4195,5,3,0.2
10667,4195,22,3,0
10668,4195,20,2,0
10669,4196,24,3,0
10670,4197,14,2,0
10671,4198,9,3,0
10672,4198,4,1,0
10673,4198,12,3,0.1
10674,4199,10,3,0.15
10675,4199,15,1,0.1
10676,4200,18,2,0
10677,4200,19,1,0
10678,4200,23,3,0
10679,4200,23,1,0.15
10680,4201,13,1,0.1
10681,4201,13,3,0.2
10682,4202,24,3,0
10683,4202,6,2,0.15
10684,4202,9,3,0
10685,4202,20,1,0.1
10686,4203,23,2,0.15
10687,4203,3,2,0.1
10688,4204,20,2,0.2
10689,4204,4,2,0
10690,4204,19,1,0
10691,4205,8,2,0
10692,4205,8,1,0.15
10693,4206,14,3,0.1
10694,4206,17,3,0.2
10695,4207,2,3,0
10696,4207,23,1,0
10697,4208,7,2,0
10698,4209,24,3,0
10699,4209,3,3,0.1
10700,4209,24,2,0.2
10701,4210,9,2,0.2
10702,4211,22,1,0.15
10703,4211,12,2,0
10704,4212,3,1,0.1
10705,4212,23,3,0
10706,4213,6,3,0
10707,4213,5,3,0.2
10708,4214,5,2,0.15
10709,4214,14,3,0
10710,4214,1,2,0.15
10711,4215,15,3,0.2
10712,4215,22,2,0.2
10713,4215,10,1,0.1
10714,4216,1,3,0
10715,4217,6,1,0
10716,4218,13,1,0
10717,4218,4,1,0.1
10718,4218,13,2,0
10719,4219,1,1,0.2
10720,4219,10,3,0
10721,4220,12,2,0
10722,4221,23,2,0.15
10723,4221,10,1,0
10724,4221,13,3,0.1
10725,4222,23,3,0
10726,4222,24,3,0.15
10727,4223,9,3,0
10728,4223,22,2,0
10729,4223,14,2,0.1
10730,4223,22,2,0
10731,4224,8,2,0
10732,4224,11,3,0.1
10733,4225,15,3,0.1
10734,4225,20,1,0.15
10735,4225,6,2,0.15
10736,4225,21,2,0
10737,4226,17,2,0
10738,4226,12,2,0
10739,4227,15,2,0.2
10740,4227,10,1,0.1
10741,4227,24,1,0
10742,4228,2,2,0.15
10743,4229,12,1,0
10744,4230,14,3,0.2
10745,4231,21,3,0.1
10746,4232,13,1,0.15
10747,4232,22,2,0.1
10748,4232,13,2,0.1
10749,4232,1,1,0.1
10750,4233,5,3,0.1
10751,4233,13,1,0
10752,4233,16,1,0.15
10753,4234,13,3,0
10754,4234,14,2,0.1
10755,4234,8,3,0
10756,4234,13,3,0
10757,4235,6,3,0
10758,4235,14,2,0.2
10759,4235,15,2,0
10760,4235,9,2,0.2
10761,4236,21,1,0.1
10762,4236,9,1,0
10763,4236,6,2,0
10764,4236,23,3,0.2
10765,4237,11,3,0.1
10766,4237,6,2,0.2
10767,4237,9,3,0
10768,4238,14,1,0
10769,4238,17,3,0
10770,4239,17,1,0.15
10771,4239,8,1,0.15
10772,4239,21,1,0.1
10773,4239,1,1,0.2
10774,4240,16,1,0
10775,4240,7,1,0.2
10776,4240,22,1,0.15
10777,4240,11,1,0.15
10778,4241,19,2,0.2
10779,4241,6,2,0.15
10780,4241,18,3,0
10781,4241,14,3,0.15
10782,4242,12,3,0.1
10783,4242,7,3,0.2
10784,4242,21,1,0
10785,4242,2,2,0
10786,4243,7,1,0.1
10787,4244,3,3,0
10788,4244,10,3,0
10789,4244,17,3,0
10790,4244,11,3,0.1
10791,4245,12,3,0.2
10792,4245,9,3,0
10793,4245,6,2,0.15
10794,4245,8,3,0.1
10795,4246,15,3,0.2
10796,4246,8,2,0.2
10797,4247,11,3,0.2
10798,4247,20,1,0
10799,4247,24,2,0
10800,4248,5,2,0
10801,4248,9,3,0
10802,4248,22,2,0.2
10803,4249,14,1,0.1
10804,4249,7,1,0
10805,4249,4,1,0.15
10806,4249,3,2,0
10807,4250,15,1,0
10808,4251,13,3,0.2
10809,4251,8,2,0.15
10810,4251,21,2,0.1
10811,4252,11,3,0
10812,4253,5,3,0
10813,4253,7,3,0
10814,4253,13,1,0
10815,4253,8,2,0
10816,4254,1,2,0.1
10817,4254,10,3,0
10818,4255,13,3,0
10819,4256,2,1,0
10820,4256,12,2,0
10821,4256,23,2,0
10822,4256,4,3,0
10823,4257,1,1,0.2
10824,4257,19,2,0
10825,4257,18,3,0.1
10826,4257,15,2,0
10827,4258,9,2,0.2
10828,4258,16,1,0.1
10829,4259,7,1,0.1
10830,4259,1,2,0.2
10831,4259,3,1,0.2
10832,4259,22,1,0
10833,4260,8,2,0.1
10834,4261,18,1,0.1
10835,4262,24,3,0
10836,4262,5,1,0.1
10837,4263,9,1,0
10838,4264,21,1,0.2
10839,4265,3,1,0
10840,4265,8,3,0.1
10841,4266,24,3,0
10842,4266,13,2,0.1
10843,4267,2,1,0.2
10844,4267,16,1,0.1
10845,4268,10,2,0
10846,4268,8,3,0.2
10847,4268,11,1,0.15
10848,4268,17,1,0
10849,4269,12,2,0
10850,4269,18,1,0
10851,4269,21,3,0.15
10852,4270,19,2,0
10853,4271,19,3,0.2
10854,4271,9,3,0.15
10855,4271,19,3,0
10856,4271,1,1,0.15
10857,4272,23,2,0
10858,4273,22,3,0.2
10859,4273,19,3,0
10860,4274,1,1,0.2
10861,4274,9,1,0.1
10862,4274,2,3,0.15
10863,4274,8,3,0.1
10864,4275,21,1,0.2
10865,4275,7,3,0.2
10866,4275,1,3,0
10867,4276,21,1,0.2
10868,4276,13,2,0.15
10869,4276,2,2,0.1
10870,4276,21,3,0.15
10871,4277,9,2,0
10872,4277,19,1,0
10873,4277,17,1,0
10874,4278,9,2,0.15
10875,4278,6,1,0.2
10876,4278,17,3,0
10877,4278,4,3,0
10878,4279,20,3,0
10879,4279,13,1,0.15
10880,4279,9,1,0.1
10881,4279,11,3,0.1
10882,4280,10,3,0.2
10883,4280,4,1,0
10884,4280,13,2,0
10885,4280,5,2,0
10886,4281,6,2,0.2
10887,4282,11,1,0
10888,4282,16,3,0.1
10889,4282,14,2,0.1
10890,4282,7,2,0
10891,4283,9,2,0.15
10892,4283,14,1,0
10893,4284,9,3,0.2
10894,4284,4,3,0.2
10895,4284,12,1,0.15
10896,4285,24,2,0
10897,4285,18,3,0.2
10898,4285,2,3,0
10899,4285,8,2,0
10900,4286,7,1,0.2
10901,4286,20,3,0
10902,4287,6,1,0
10903,4287,7,3,0.1
10904,4287,11,3,0.2
10905,4287,23,3,0
10906,4288,3,3,0
10907,4288,3,1,0
10908,4288,22,2,0.1
10909,4288,15,1,0.1
10910,4289,17,1,0.15
10911,4289,13,1,0.2
10912,4290,3,3,0.2
10913,4291,23,3,0
10914,4291,2,1,0.1
10915,4291,21,3,0
10916,4292,10,3,0.2
10917,4292,7,2,0.2
10918,4292,10,1,0.15
10919,4292,11,3,0
10920,4293,21,2,0.15
10921,4293,6,3,0.1
10922,4293,13,2,0.2
10923,4294,14,3,0.15
10924,4294,3,2,0
10925,4294,21,1,0.15
10926,4294,5,3,0
10927,4295,24,1,0.1
10928,4295,7,1,0
10929,4296,20,3,0
10930,4297,1,3,0
10931,4297,5,2,0
10932,4298,3,2,0.1
10933,4298,22,3,0.1
10934,4299,19,2,0
10935,4299,6,1,0
10936,4300,4,3,0
10937,4301,5,1,0.2
10938,4301,22,1,0
10939,4301,12,2,0
10940,4302,20,1,0.2
10941,4302,2,2,0.1
10942,4303,16,1,0
10943,4303,15,1,0.1
10944,4303,2,1,0
10945,4303,19,2,0.2
10946,4304,17,3,0.2
10947,4304,5,2,0.2
10948,4305,4,2,0.2
10949,4306,23,3,0.1
10950,4306,20,1,0.2
10951,4306,3,3,0.2
10952,4307,11,3,0
10953,4307,12,3,0.15
10954,4307,4,3,0.2
10955,4307,14,1,0
10956,4308,3,3,0
10957,4308,16,1,0
10958,4308,13,1,0
10959,4308,1,1,0
10960,4309,2,2,0.2
10961,4309,11,2,0.15
10962,4309,11,3,0
10963,4310,18,2,0
10964,4311,2,1,0.1
10965,4312,15,3,0.1
10966,4312,5,1,0
10967,4313,5,2,0.2
10968,4314,20,1,0.1
10969,4314,13,3,0
10970,4315,8,2,0
10971,4316,14,1,0
10972,4316,5,3,0.15
10973,4316,17,2,0
10974,4316,17,1,0
10975,4317,7,2,0.15
10976,4317,3,1,0.2
10977,4317,12,3,0
10978,4318,15,3,0.15
10979,4318,23,3,0
10980,4318,10,2,0.2
10981,4319,24,1,0
10982,4320,18,3,0
10983,4320,21,1,0.15
10984,4321,3,1,0.15
10985,4321,16,1,0
10986,4321,11,2,0
10987,4322,11,2,0
10988,4322,6,2,0
10989,4322,7,2,0.15
10990,4322,2,2,0
10991,4323,9,3,0
10992,4324,17,3,0.1
10993,4324,16,2,0.2
10994,4324,7,3,0.1
10995,4324,1,1,0
10996,4325,11,2,0.15
10997,4325,10,1,0.1
10998,4325,12,1,0.1
10999,4326,7,2,0
11000,4326,9,2,0
11001,4326,19,2,0.2
11002,4327,3,2,0.2
11003,4327,21,1,0.1
11004,4327,20,1,0
11005,4328,23,3,0
11006,4328,8,2,0.2
11007,4328,2,1,0.15
11008,4329,8,3,0.2
11009,4329,20,2,0
11010,4329,14,3,0
11011,4330,18,3,0.1
11012,4330,16,3,0
11013,4330,14,1,0.1
11014,4331,11,3,0.15
11015,4332,10,3,0
11016,4333,2,3,0.2
11017,4333,11,1,0
11018,4333,19,2,0.15
11019,4334,14,3,0
11020,4334,15,1,0.1
11021,4334,3,1,0.2
11022,4335,16,1,0.15
11023,4336,15,2,0.2
11024,4337,16,3,0.1
11025,4337,12,3,0
11026,4337,3,3,0.2
11027,4338,14,2,0
11028,4339,17,3,0
11029,4339,13,2,0
11030,4340,18,1,0.15
11031,4340,22,3,0.1
11032,4340,24,2,0.1
11033,4340,4,3,0.2
11034,4341,2,3,0.1
11035,4341,11,3,0
11036,4342,13,2,0.15
11037,4343,2,3,0.15
11038,4344,13,1,0
11039,4344,14,3,0.1
11040,4344,16,1,0.15
11041,4345,23,1,0.2
11042,4345,1,1,0.15
11043,4345,23,3,0.2
11044,4346,6,2,0
11045,4347,8,1,0
11046,4348,11,3,0.15
11047,4348,3,3,0.1
11048,4348,15,1,0.15
11049,4348,21,3,0
11050,4349,17,1,0
11051,4349,8,1,0
11052,4349,23,1,0
11053,4349,11,1,0.1
11054,4350,6,1,0
11055,4351,3,3,0
11056,4352,12,1,0
11057,4352,2,1,0
11058,4352,15,3,0
11059,4352,11,1,0
11060,4353,3,3,0.2
11061,4354,21,1,0
11062,4354,23,1,0
11063,4354,1,3,0.2
11064,4355,2,1,0
11065,4355,6,3,0.1
11066,4355,11,1,0.15
11067,4356,19,2,0
11068,4357,20,1,0.1
11069,4357,4,3,0
11070,4357,2,2,0
11071,4358,16,2,0.1
11072,4359,18,3,0
11073,4359,11,3,0
11074,4359,6,2,0
11075,4360,16,3,0.15
11076,4360,24,1,0
11077,4360,6,1,0.2
11078,4361,11,1,0.15
11079,4361,3,2,0.15
11080,4361,7,2,0.2
11081,4361,14,1,0.2
11082,4362,17,2,0.15
11083,4362,18,1,0
11084,4362,18,2,0
11085,4363,15,2,0.1
11086,4363,14,2,0
11087,4363,15,1,0
11088,4363,23,2,0
11089,4364,8,1,0.1
11090,4365,17,1,0.15
11091,4365,3,2,0.15
11092,4365,15,3,0
11093,4365,1,3,0.1
11094,4366,14,3,0
11095,4367,11,2,0
11096,4367,24,2,0
11097,4367,17,1,0
11098,4367,10,2,0
11099,4368,13,2,0
11100,4368,14,1,0.15
11101,4369,23,1,0.15
11102,4370,3,2,0
11103,4370,6,3,0.2
11104,4370,20,1,0.1
11105,4371,12,3,0.15
11106,4371,20,3,0.1
11107,4372,7,1,0
11108,4373,17,2,0
11109,4373,18,2,0.2
11110,4373,20,2,0.2
11111,4373,23,3,0.2
11112,4374,19,1,0.1
11113,4375,2,1,0.15
11114,4375,21,1,0.1
11115,4375,6,3,0
11116,4376,22,2,0
11117,4376,11,1,0.1
11118,4376,17,3,0
11119,4376,6,2,0.2
11120,4377,7,2,0.2
11121,4377,18,2,0
11122,4377,15,3,0
11123,4377,9,1,0.15
11124,4378,22,1,0.1
11125,4378,15,1,0
11126,4378,16,3,0.2
11127,4378,15,1,0
11128,4379,2,1,0.2
11129,4379,19,1,0
11130,4380,15,1,0
11131,4380,17,2,0.2
11132,4380,11,1,0
11133,4381,23,2,0.1
11134,4381,4,2,0.1
11135,4381,12,1,0
11136,4382,1,2,0
11137,4383,18,1,0
11138,4383,3,1,0
11139,4383,5,3,0
11140,4383,11,1,0.1
11141,4384,22,2,0.15
11142,4384,12,3,0.1
11143,4384,11,3,0.1
11144,4384,4,3,0.15
11145,4385,12,1,0
11146,4385,14,3,0.1
11147,4386,23,3,0.2
11148,4386,19,2,0.15
11149,4386,23,1,0.2
11150,4386,7,1,0.2
11151,4387,16,3,0
11152,4388,20,1,0.15
11153,4389,16,2,0
11154,4390,15,2,0
11155,4390,14,1,0.2
11156,4391,23,1,0.1
11157,4391,12,3,0
11158,4391,19,1,0.15
11159,4392,14,2,0
11160,4392,18,1,0
11161,4393,6,3,0.15
11162,4394,2,3,0.1
11163,4395,24,3,0
11164,4395,11,2,0.15
11165,4395,1,1,0.2
11166,4395,17,1,0.15
11167,4396,15,3,0
11168,4397,8,2,0
11169,4397,4,1,0
11170,4397,13,3,0.15
11171,4398,9,3,0.1
11172,4398,14,1,0.15
11173,4399,16,3,0.2
11174,4399,13,1,0
11175,4399,8,1,0
11176,4399,23,3,0.15
11177,4400,4,2,0.1
11178,4401,5,1,0.1
11179,4401,4,3,0
11180,4401,13,3,0
11181,4402,14,2,0.15
11182,4402,9,1,0
11183,4402,6,3,0.2
11184,4403,15,2,0.15
11185,4403,15,1,0.1
11186,4404,3,3,0
11187,4404,10,3,0.15
11188,4405,3,2,0
11189,4405,16,3,0.2
11190,4405,5,1,0.2
11191,4406,8,3,0.1
11192,4407,6,3,0
11193,4408,1,2,0
11194,4408,21,1,0
11195,4409,7,2,0.1
11196,4409,17,3,0
11197,4410,14,2,0.1
11198,4410,9,2,0.1
11199,4411,19,2,0
11200,4412,16,1,0.1
11201,4412,22,2,0
11202,4412,9,1,0.2
11203,4413,16,1,0.1
11204,4414,9,2,0
11205,4414,21,3,0
11206,4414,19,2,0
11207,4415,10,1,0.15
11208,4416,16,1,0
11209,4416,2,1,0.1
11210,4416,8,1,0.1
11211,4417,9,1,0
11212,4417,20,3,0.15
11213,4418,7,1,0.15
11214,4418,19,3,0.15
11215,4418,8,3,0
11216,4419,12,3,0.15
11217,4420,17,1,0
11218,4420,14,2,0.2
11219,4420,4,1,0.15
11220,4421,15,1,0.2
11221,4421,1,2,0
11222,4421,14,3,0
11223,4421,18,2,0.1
11224,4422,8,2,0
11225,4422,22,2,0
11226,4422,3,3,0
11227,4422,2,3,0
11228,4423,11,2,0.1
11229,4424,4,2,0
11230,4425,3,2,0
11231,4426,15,3,0
11232,4426,10,1,0
11233,4426,16,2,0
11234,4427,17,2,0.15
11235,4427,5,3,0.15
11236,4428,8,3,0.2
11237,4428,4,3,0
11238,4429,2,2,0
11239,4430,7,1,0
11240,4430,22,2,0.1
11241,4430,2,3,0.2
11242,4431,19,2,0
11243,4431,5,2,0.1
11244,4432,16,1,0.15
11245,4432,8,3,0
11246,4432,8,2,0.2
11247,4433,6,1,0
11248,4433,22,2,0
11249,4434,17,1,0
11250,4434,22,2,0.2
11251,4434,3,2,0
11252,4435,24,3,0
11253,4436,10,3,0.2
11254,4436,5,2,0
11255,4437,12,3,0.1
11256,4437,12,1,0
11257,4438,19,2,0
11258,4438,20,3,0
11259,4439,14,2,0.1
11260,4439,18,2,0
11261,4440,10,2,0.2
11262,4440,10,1,0.15
11263,4440,21,2,0
11264,4441,7,2,0.15
11265,4441,7,1,0.1
11266,4442,16,3,0
11267,4442,3,1,0.15
11268,4443,11,1,0
11269,4443,5,2,0
11270,4443,12,2,0.2
11271,4443,24,3,0.1
11272,4444,16,1,0.1
11273,4444,3,2,0.15
11274,4444,21,1,0.2
11275,4445,8,2,0.1
11276,4445,6,3,0.2
11277,4446,18,2,0
11278,4446,2,3,0.2
11279,4446,8,3,0
11280,4447,1,3,0.2
11281,4447,21,1,0
11282,4448,5,3,0.1
11283,4448,2,2,0.15
11284,4449,14,1,0
11285,4449,16,1,0.15
11286,4449,20,2,0
11287,4449,18,3,0.1
11288,4450,11,2,0.15
11289,4450,4,3,0
11290,4450,20,3,0
11291,4450,19,1,0
11292,4451,19,3,0
11293,4451,17,1,0
11294,4451,1,3,0
11295,4452,20,2,0.15
11296,4452,24,2,0
11297,4452,22,3,0
11298,4452,2,3,0
11299,4453,11,1,0
11300,4453,6,1,0.15
11301,4453,23,2,0.15
11302,4453,3,1,0.2
11303,4454,3,2,0
11304,4455,14,2,0.15
11305,4455,5,1,0.15
11306,4455,14,2,0.15
11307,4456,17,1,0
11308,4457,2,3,0
11309,4457,17,3,0.15
11310,4457,10,3,0
11311,4457,19,1,0
11312,4458,1,2,0
11313,4459,4,1,0.15
11314,4459,23,1,0
11315,4460,8,3,0.1
11316,4460,4,2,0
11317,4461,5,3,0.15
11318,4461,20,3,0
11319,4461,23,3,0
11320,4461,3,1,0.2
11321,4462,4,1,0.1
11322,4462,2,3,0.15
11323,4462,16,3,0
11324,4463,23,1,0.15
11325,4463,15,3,0.1
11326,4464,4,1,0
11327,4464,20,2,0
11328,4465,5,1,0
11329,4465,13,2,0.2
11330,4465,8,1,0.1
11331,4466,21,3,0
11332,4466,1,2,0.1
11333,4467,12,1,0.15
11334,4467,22,2,0
11335,4467,9,3,0
11336,4467,3,2,0.2
11337,4468,14,1,0
11338,4468,13,1,0.1
11339,4469,8,3,0
11340,4469,16,1,0.1
11341,4469,6,1,0.2
11342,4469,11,2,0
11343,4470,15,1,0
11344,4471,1,1,0.15
11345,4472,22,1,0
11346,4472,22,2,0.15
11347,4473,22,1,0
11348,4473,10,1,0
11349,4474,5,1,0
11350,4474,12,2,0.1
11351,4474,11,2,0.1
11352,4475,12,1,0.1
11353,4475,9,1,0
11354,4476,23,3,0
11355,4476,8,3,0
11356,4477,5,2,0.2
11357,4478,4,3,0.2
11358,4478,4,2,0.1
11359,4478,22,3,0.2
11360,4479,21,3,0
11361,4479,23,3,0.1
11362,4479,13,2,0
11363,4479,14,3,0
11364,4480,6,3,0
11365,4481,20,2,0.2
11366,4481,18,1,0
11367,4481,23,2,0
11368,4481,15,2,0
11369,4482,2,1,0
11370,4482,7,2,0.2
11371,4483,24,3,0.2
11372,4483,17,1,0
11373,4484,10,2,0.2
11374,4485,21,2,0.2
11375,4486,5,2,0.1
11376,4486,15,3,0.15
11377,4486,7,1,0
11378,4486,5,3,0.2
11379,4487,16,2,0.15
11380,4488,3,2,0
11381,4488,6,1,0.15
11382,4489,12,2,0
11383,4489,14,1,0.1
11384,4489,4,3,0
11385,4490,10,2,0.2
11386,4490,18,1,0.1
11387,4490,13,2,0.2
11388,4491,22,3,0.1
11389,4492,11,2,0.1
11390,4492,7,2,0
11391,4492,9,1,0.2
11392,4492,3,2,0
11393,4493,2,1,0
11394,4493,19,3,0
11395,4493,9,2,0
11396,4493,14,3,0.15
11397,4494,22,1,0.15
11398,4494,21,1,0
11399,4495,21,1,0.1
11400,4495,2,2,0
11401,4496,21,1,0.2
11402,4496,16,1,0.1
11403,4497,8,1,0.1
11404,4498,23,3,0
11405,4498,9,2,0.2
11406,4498,14,1,0
11407,4498,11,2,0.15
11408,4499,19,1,0
11409,4499,9,3,0.2
11410,4499,20,1,0.2
11411,4500,18,2,0.15
11412,4500,23,3,0
11413,4501,11,2,0
11414,4501,4,3,0
11415,4501,24,2,0.2
11416,4502,14,2,0
11417,4503,23,2,0
11418,4504,8,2,0
11419,4504,10,2,0
11420,4505,24,2,0
11421,4505,9,2,0
11422,4506,14,1,0
11423,4506,6,3,0.15
11424,4506,14,3,0
11425,4507,15,2,0.2
11426,4507,1,3,0.1
11427,4507,23,3,0
11428,4507,19,1,0.1
11429,4508,14,1,0.2
11430,4509,12,2,0
11431,4509,13,1,0
11432,4510,9,3,0.15
11433,4510,23,2,0
11434,4511,20,2,0
11435,4511,2,1,0.2
11436,4511,22,1,0
11437,4512,23,2,0
11438,4512,21,2,0
11439,4512,21,2,0.2
11440,4512,18,2,0.2
11441,4513,10,2,0.1
11442,4513,5,2,0.1
11443,4514,3,2,0
11444,4514,17,3,0.2
11445,4514,1,1,0.1
11446,4515,6,1,0.15
11447,4515,22,2,0.1
11448,4515,10,2,0.15
11449,4516,17,1,0.15
11450,4516,9,3,0
11451,4516,21,2,0
11452,4516,24,2,0
11453,4517,24,3,0.2
11454,4518,20,1,0.1
11455,4518,4,2,0
11456,4519,12,3,0.15
11457,4520,13,3,0.2
11458,4520,24,1,0.1
11459,4521,23,2,0.15
11460,4521,9,2,0
11461,4522,5,1,0.15
11462,4522,22,1,0.15
11463,4522,11,1,0
11464,4523,10,1,0
11465,4524,19,3,0.1
11466,4524,21,3,0
11467,4524,9,3,0.2
11468,4524,21,3,0.15
11469,4525,3,3,0
11470,4525,1,2,0.2
11471,4526,8,3,0
11472,4526,17,2,0
11473,4526,21,1,0
11474,4527,23,3,0.15
11475,4527,9,1,0
11476,4527,1,2,0
11477,4527,19,1,0
11478,4528,6,2,0
11479,4528,1,1,0.15
11480,4528,6,1,0
11481,4529,21,3,0.2
11482,4529,21,3,0
11483,4529,5,3,0
11484,4529,9,1,0
11485,4530,3,2,0.15
11486,4531,17,1,0.15
11487,4531,15,2,0.2
11488,4532,3,3,0.15
11489,4532,20,1,0.1
11490,4533,14,2,0
11491,4533,8,2,0
11492,4533,2,1,0.1
11493,4534,5,2,0.1
11494,4534,11,1,0.2
11495,4534,20,3,0
11496,4534,9,1,0.2
11497,4535,3,3,0.1
11498,4536,21,1,0.15
11499,4536,12,3,0
11500,4537,22,2,0.15
11501,4537,5,1,0.15
11502,4537,9,2,0.15
11503,4538,4,1,0.15
11504,4538,12,2,0
11505,4538,24,1,0
11506,4538,1,3,0
11507,4539,18,3,0.1
11508,4539,13,2,0
11509,4539,22,2,0
11510,4539,20,2,0
11511,4540,21,1,0.15
11512,4541,22,3,0.2
11513,4541,23,3,0.2
11514,4541,8,3,0.1
11515,4541,5,2,0
11516,4542,7,2,0.15
11517,4542,23,1,0
11518,4542,6,1,0.2
11519,4542,12,1,0.2
11520,4543,6,3,0.15
11521,4544,4,1,0.2
11522,4544,3,1,0
11523,4544,7,2,0.15
11524,4544,1,2,0.1
